ClientIP,Country,Provinces,ISP
123.17.19.243,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
1.55.41.34,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.81.93.81,Vietnam,Hanoi,FPT Telecom Company
14.176.209.174,Vietnam,Buon Ma Thuot,Vietnam Posts and Telecommunications Group
58.187.21.254,Vietnam,Haiphong,FPT Telecom Company
14.177.98.137,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.69.93.46,Vietnam,Ca Mau,FPT Telecom Company
14.163.189.52,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
126.224.134.174,Japan,Osaka,Japan Nation-wide Network of Softbank Corp.
42.115.161.240,Vietnam,Hanoi,FPT Telecom Company
183.182.113.28,Laos,Vientiane,Star Telecom
58.187.54.137,Vietnam,Bac Ninh,FPT Telecom Company
1.55.44.134,Vietnam,Ben Dinh,FPT Telecom Company
64.233.173.17,Japan,Tokyo,Google LLC
42.113.160.171,Vietnam,Cao Lanh,FPT Telecom Company
123.24.15.118,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
68.145.128.139,Canada,Stettler,Shaw Communications Inc.
42.114.30.133,Vietnam,Haiphong,FPT Telecom Company
1.55.135.116,Vietnam,Thai Binh,FPT Telecom Company
42.112.142.214,Vietnam,Bien Hoa,FPT Telecom Company
14.181.114.204,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
42.118.225.109,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.193.211,Vietnam,Hoa Binh,FPT Telecom Company
100.84.83.224,"","",""
118.69.141.170,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.81.90.34,Vietnam,Hanoi,FPT Telecom Company
118.69.93.109,Vietnam,Ca Mau,FPT Telecom Company
42.112.40.166,Vietnam,Hanoi,FPT Telecom Company
42.113.154.197,Vietnam,Hai Duong,FPT Telecom Company
27.2.127.176,Vietnam,Bien Hoa,SaiGon Tourist Cable Television
123.26.223.135,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
1.54.30.208,Vietnam,Phan Thiet,FPT Telecom Company
14.235.172.48,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
123.27.243.200,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
58.187.167.124,Vietnam,Hai Duong,FPT Telecom Company
183.80.67.181,Vietnam,My Tho,FPT Telecom Company
14.247.174.31,Vietnam,Lao Cai,Vietnam Posts and Telecommunications Group
1.52.127.167,Vietnam,Tu Son,FPT Telecom Company
14.250.200.214,Vietnam,Tuy Hoa,Vietnam Posts and Telecommunications Group
113.166.127.46,Vietnam,Ba Ria,Vietnam Posts and Telecommunications Group
1.54.214.210,Vietnam,Thai Nguyen,FPT Telecom Company
58.187.163.89,Vietnam,Bac Ninh,FPT Telecom Company
118.70.119.19,Vietnam,Hanoi,FPT Telecom Company
42.112.226.137,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.119.137.250,Vietnam,Thu Dau Mot,FPT Telecom Company
113.22.53.255,Vietnam,Haiphong,FPT Telecom Company
14.181.239.43,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
115.78.8.242,Vietnam,Ho Chi Minh City,Viettel Group
64.233.173.145,Japan,Tokyo,Google LLC
14.247.147.246,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
203.205.46.35,Vietnam,Nha Trang,CMC Telecom Infrastructure Company
123.19.107.251,Vietnam,Quang Ngai,Vietnam Posts and Telecommunications Group
183.80.61.246,Vietnam,Ho Chi Minh City,FPT Telecom Company
219.92.196.63,Malaysia,Butterworth,TMNST
1.55.182.39,Vietnam,Ben Dinh,FPT Telecom Company
58.186.189.2,Vietnam,Hanoi,FPT Telecom Company
42.118.29.89,Vietnam,Bac Giang,FPT Telecom Company
1.53.23.247,Vietnam,Quang Ngai,FPT Telecom Company
42.113.195.251,Vietnam,Hai Duong,FPT Telecom Company
171.226.114.155,Vietnam,Ca Mau,Viettel Group
113.185.11.2,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
1.55.64.62,Vietnam,Hanoi,FPT Telecom Company
58.187.163.81,Vietnam,Bac Ninh,FPT Telecom Company
14.234.14.111,Vietnam,Ca Mau,Vietnam Posts and Telecommunications Group
113.22.199.187,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.229.3.17,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
14.178.144.58,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
42.113.157.206,Vietnam,Hanoi,FPT Telecom Company
115.78.3.68,Vietnam,Ho Chi Minh City,Viettel Group
42.118.96.6,Vietnam,Saint James,FPT Telecom Company
14.232.23.189,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
42.113.167.27,Vietnam,Tra Vinh,FPT Telecom Company
113.183.14.160,Vietnam,Nam Dinh,Vietnam Posts and Telecommunications Group
1.52.125.26,Vietnam,Thanh Hoa,FPT Telecom Company
113.172.109.176,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
117.0.174.80,Vietnam,Hanoi,Viettel Group
103.199.57.130,Vietnam,Hanoi,MOBIFONE Corporation
116.44.218.168,South Korea,Busan,Dacom-pubnetplus
113.22.122.153,Vietnam,Hoa Binh,FPT Telecom Company
14.229.34.60,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
42.112.238.243,Vietnam,Hanoi,FPT Telecom Company
113.161.20.43,Vietnam,Buon Ma Thuot,Vietnam Posts and Telecommunications Group
14.232.160.131,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.180.44.219,Vietnam,Ca Mau,Vietnam Posts and Telecommunications Group
116.108.173.104,Vietnam,Ho Chi Minh City,Viettel Group
42.113.246.87,Vietnam,Hanoi,FPT Telecom Company
14.239.29.189,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
42.112.87.238,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.186.77.95,Vietnam,Hanoi,FPT Telecom Company
27.66.15.71,Vietnam,Hue,Viettel Group
1.54.214.36,Vietnam,Thai Nguyen,FPT Telecom Company
58.187.21.242,Vietnam,Haiphong,FPT Telecom Company
14.228.190.246,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
14.162.48.21,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
113.185.15.32,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
113.175.48.24,Vietnam,Djien Bien Phu,Vietnam Posts and Telecommunications Group
113.22.79.157,Vietnam,Hanoi,FPT Telecom Company
118.69.133.153,Vietnam,Ca Mau,FPT Telecom Company
14.235.195.101,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
42.118.57.52,Vietnam,Bien Hoa,FPT Telecom Company
14.228.49.65,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
14.228.104.74,Vietnam,Ha Tinh,Vietnam Posts and Telecommunications Group
113.22.99.60,Vietnam,Hanoi,FPT Telecom Company
42.115.196.60,Vietnam,Bac Giang,FPT Telecom Company
100.111.37.226,"","",""
1.52.200.100,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.53.86.51,Vietnam,Hue,FPT Telecom Company
118.68.228.138,Vietnam,Qui Nhon,FPT Telecom Company
42.112.226.6,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.249.18.253,Vietnam,Son La,Vietnam Posts and Telecommunications Group
66.249.71.74,United States,Mountain View,Google LLC
100.92.185.254,"","",""
58.186.226.178,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.101.200,Vietnam,Nha Trang,FPT Telecom Company
1.54.8.33,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.121.162,Vietnam,Haiphong,FPT Telecom Company
42.117.219.123,Vietnam,Hanoi,FPT Telecom Company
113.162.4.228,Vietnam,Lao Cai,Vietnam Posts and Telecommunications Group
42.114.20.98,Vietnam,Uyen Hung,FPT Telecom Company
171.240.72.246,Vietnam,Bac Ninh,Viettel Group
58.186.223.14,Vietnam,Bac Giang,FPT Telecom Company
40.77.188.224,United States,Chicago,Microsoft Corporation
58.187.29.147,Vietnam,Bac Giang,FPT Telecom Company
42.112.185.199,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.68.5.190,Vietnam,Da Nang,FPT Telecom Company
42.113.159.221,Vietnam,Bac Ninh,FPT Telecom Company
66.220.149.36,United States,Menlo Park,"Facebook, Inc."
42.114.33.89,Vietnam,Nam Dinh,FPT Telecom Company
115.75.220.128,Vietnam,Phu Quoc Island,Viettel Group
1.55.167.33,Vietnam,Viet Tri,FPT Telecom Company
118.71.196.188,Vietnam,Thanh Hoa,FPT Telecom Company
42.114.19.201,Vietnam,Ho Chi Minh City,FPT Telecom Company
125.212.181.172,Vietnam,Yen Bai,Viettel Group
42.114.19.124,Vietnam,Ho Chi Minh City,FPT Telecom Company
49.197.207.153,Australia,Brisbane,SingTel Optus
123.27.234.116,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
103.7.38.120,Vietnam,Can Duoc,Vietnamobile Telecommunications Joint Stock Company
14.239.63.99,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
1.52.122.85,Vietnam,Thai Nguyen,FPT Telecom Company
42.118.76.255,Vietnam,Hoa Binh,FPT Telecom Company
42.118.167.233,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.250.234,Vietnam,Bien Hoa,FPT Telecom Company
14.190.88.132,Vietnam,Nam Djinh,Vietnam Posts and Telecommunications Group
125.231.107.42,Taiwan,Taipei,Chunghwa Telecom
14.170.0.135,Vietnam,Lang Son,Vietnam Posts and Telecommunications Group
123.16.224.124,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
14.188.115.219,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.113.252.210,Vietnam,Lang Son,FPT Telecom Company
1.54.212.147,Vietnam,Hanoi,FPT Telecom Company
100.114.128.118,"","",""
126.160.44.46,Japan,Minato,Japan Nation-wide Network of Softbank Corp.
42.112.239.207,Vietnam,Hanoi,FPT Telecom Company
42.116.79.215,Vietnam,My Tho,FPT Telecom Company
42.114.36.226,Vietnam,Hanoi,FPT Telecom Company
118.69.120.194,Vietnam,Thu Dau Mot,FPT Telecom Company
42.112.106.97,Vietnam,Haiphong,FPT Telecom Company
14.228.77.107,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
14.239.219.176,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
64.233.173.10,Japan,Tokyo,Google LLC
14.166.7.65,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.183.160.227,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
45.126.99.255,Vietnam,Can Tho,Vietnamobile Telecommunications Joint Stock Company
42.114.155.18,Vietnam,Hanoi,FPT Telecom Company
66.183.105.205,Canada,Surrey,TELUS Communications
103.199.33.22,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
115.72.10.78,Vietnam,Saint James,Viettel Group
66.249.82.175,Australia,Sydney,Google LLC
113.168.101.117,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
113.162.86.157,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
42.113.156.162,Vietnam,Hoa Binh,FPT Telecom Company
118.71.3.185,Vietnam,Nam Dinh,FPT Telecom Company
82.37.15.95,United Kingdom,London,Virgin Media
93.5.166.168,France,Choisy-le-Roi,SFR SA
113.186.129.75,Vietnam,Bim Son,Vietnam Posts and Telecommunications Group
113.22.53.97,Vietnam,Haiphong,FPT Telecom Company
42.114.197.244,Vietnam,Hanoi,FPT Telecom Company
113.185.15.44,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
1.54.212.27,Vietnam,Hanoi,FPT Telecom Company
42.116.76.168,Vietnam,Xa Thang Nhut,FPT Telecom Company
118.71.92.219,Vietnam,Hanoi,FPT Telecom Company
1.55.135.149,Vietnam,Thai Binh,FPT Telecom Company
64.233.173.146,Japan,Tokyo,Google LLC
113.181.58.87,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
14.247.128.52,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.167.34.200,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
14.177.63.54,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
14.235.98.9,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
66.249.82.91,Australia,Sydney,Google LLC
58.187.67.135,Vietnam,Vinh Yen,FPT Telecom Company
58.187.66.255,Vietnam,Lang Son,FPT Telecom Company
14.191.6.192,Vietnam,Da Nang,Vietnam Posts and Telecommunications Group
118.70.54.186,Vietnam,Dien Bien Phu,FPT Telecom Company
14.189.249.167,Vietnam,Son La,Vietnam Posts and Telecommunications Group
113.186.209.49,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
1.55.223.166,Vietnam,Vinh Yen,FPT Telecom Company
222.252.185.157,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
42.114.200.2,Vietnam,Ho Chi Minh City,FPT Telecom Company
171.231.14.180,Vietnam,Pleiku,Viettel Group
1.55.199.230,Vietnam,Ho Chi Minh City,FPT Telecom Company
221.121.51.110,Vietnam,Ho Chi Minh City,Saigon Postel Corporation
113.23.91.24,Vietnam,Hoa Binh,FPT Telecom Company
42.114.22.58,Vietnam,Thu Dau Mot,FPT Telecom Company
58.186.35.237,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.197.252,Vietnam,Uong Bi,FPT Telecom Company
14.229.132.34,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
222.254.72.253,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
42.119.77.137,Vietnam,Hanoi,FPT Telecom Company
64.233.173.13,Japan,Tokyo,Google LLC
107.170.243.216,United States,San Francisco,NTT America
118.69.133.7,Vietnam,Ca Mau,FPT Telecom Company
14.251.18.44,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.69.69.104,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.165.94.112,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
171.232.112.48,Vietnam,Hanoi,Viettel Group
118.69.71.186,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.174.94,Vietnam,Ben Dinh,FPT Telecom Company
42.114.39.121,Vietnam,Nam Dinh,FPT Telecom Company
58.187.191.243,Vietnam,Hanoi,FPT Telecom Company
113.163.58.182,Vietnam,Long Xuyen,Vietnam Posts and Telecommunications Group
113.23.29.55,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.118.196.243,Vietnam,Ho Chi Minh City,FPT Telecom Company
103.233.103.76,Indonesia,Bekasi Regency,Dtpnet Nap
58.186.14.171,Vietnam,Ben Dinh,FPT Telecom Company
113.176.37.254,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
113.175.136.13,Vietnam,Cao Bang,Vietnam Posts and Telecommunications Group
42.118.214.134,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.167.232.235,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
103.7.38.33,Vietnam,Can Duoc,Vietnamobile Telecommunications Joint Stock Company
14.166.117.225,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
113.164.27.24,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.113.159.242,Vietnam,Bac Ninh,FPT Telecom Company
58.187.12.86,Vietnam,Bac Ninh,FPT Telecom Company
59.153.242.152,Vietnam,Vinh,MOBIFONE Corporation
14.164.187.55,Vietnam,My Tho,Vietnam Posts and Telecommunications Group
14.247.61.145,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.22.68.108,Vietnam,Nam Djinh,FPT Telecom Company
14.235.7.145,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
58.187.162.109,Vietnam,Hanoi,FPT Telecom Company
14.189.39.144,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.118.214.169,Vietnam,Ho Chi Minh City,FPT Telecom Company
112.197.224.23,Vietnam,Duong Dong,SaiGon Tourist Cable Television
171.253.176.29,Vietnam,Ho Chi Minh City,Viettel Group
42.112.157.187,Vietnam,Da Nang,FPT Telecom Company
113.162.150.209,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
118.71.192.58,Vietnam,Bac Ninh,FPT Telecom Company
14.189.43.11,Vietnam,Ha Tinh,Vietnam Posts and Telecommunications Group
42.112.185.38,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.235.47.73,Vietnam,Lai Chau,Vietnam Posts and Telecommunications Group
14.170.40.43,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.112.237.130,Vietnam,Bac Ninh,FPT Telecom Company
14.190.212.145,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
183.81.93.50,Vietnam,Hanoi,FPT Telecom Company
98.110.202.222,United States,Concord,Verizon Business
183.80.20.82,Vietnam,Ho Chi Minh City,FPT Telecom Company
27.75.108.73,Vietnam,Ho Chi Minh City,Viettel Group
14.163.179.34,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
113.22.201.6,Vietnam,Thu Dau Mot,FPT Telecom Company
66.249.82.77,Australia,Sydney,Google LLC
1.54.213.88,Vietnam,Hanoi,FPT Telecom Company
42.113.159.16,Vietnam,Bac Ninh,FPT Telecom Company
113.23.31.205,Vietnam,Da Nang,FPT Telecom Company
42.113.195.89,Vietnam,Hai Duong,FPT Telecom Company
1.55.219.22,Vietnam,Haiphong,FPT Telecom Company
66.249.82.67,Australia,Sydney,Google LLC
121.151.216.222,South Korea,Gyeongju-si,Korea Telecom
27.3.73.210,Vietnam,Hanoi,SaiGon Tourist Cable Television
183.81.80.149,Vietnam,Hanoi,FPT Telecom Company
116.105.94.102,Vietnam,B'rong,Viettel Group
42.113.184.105,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.244.233.109,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
66.220.149.29,United States,Menlo Park,"Facebook, Inc."
42.112.231.239,Vietnam,Nha Trang,FPT Telecom Company
113.169.139.65,Vietnam,Da Lat,Vietnam Posts and Telecommunications Group
14.229.126.144,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
58.187.67.232,Vietnam,Vinh Yen,FPT Telecom Company
118.71.144.141,Vietnam,Ho Chi Minh City,FPT Telecom Company
117.2.122.54,Vietnam,Da Nang,Viettel Group
42.118.157.146,Vietnam,Ho Chi Minh City,FPT Telecom Company
115.72.142.50,Vietnam,Chau Doc,Viettel Group
183.81.36.92,Vietnam,Hanoi,FPT Telecom Company
14.229.90.185,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
14.172.214.146,Vietnam,Da Lat,Vietnam Posts and Telecommunications Group
42.116.212.61,Vietnam,Thai Nguyen,FPT Telecom Company
14.186.121.124,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
115.75.65.160,Vietnam,Ho Chi Minh City,Viettel Group
58.187.166.167,Vietnam,Uong Bi,FPT Telecom Company
14.188.115.19,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.119.171.145,Vietnam,Kon Tum Ko Nam,FPT Telecom Company
209.141.201.248,Canada,Toronto,CIK Telecom INC
42.112.81.3,Vietnam,Nha Trang,FPT Telecom Company
115.146.122.210,Vietnam,Hanoi,CMC Telecom Infrastructure Company
42.113.4.247,Vietnam,Hanoi,FPT Telecom Company
24.251.152.64,United States,Scottsdale,Cox Communications Inc.
66.249.82.158,Australia,Sydney,Google LLC
42.113.140.235,Vietnam,Ben Dinh,FPT Telecom Company
113.189.142.235,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
42.113.154.234,Vietnam,Hai Duong,FPT Telecom Company
118.69.61.116,Vietnam,Da Nang,FPT Telecom Company
113.22.53.43,Vietnam,Haiphong,FPT Telecom Company
45.126.99.251,Vietnam,Can Tho,Vietnamobile Telecommunications Joint Stock Company
123.18.106.98,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
27.68.88.37,Vietnam,Thu Dau Mot,Viettel Group
171.226.96.41,Vietnam,Thu Dau Mot,Viettel Group
96.95.248.33,United States,Houston,"Comcast Cable Communications, LLC"
14.249.139.241,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.187.167.9,Vietnam,Hai Duong,FPT Telecom Company
123.27.168.176,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
211.187.2.55,South Korea,Seoul,SK Broadband Co Ltd
14.175.79.148,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
171.243.70.232,Vietnam,Hanoi,Viettel Group
14.243.73.20,Vietnam,Tap Doan Tam,Vietnam Posts and Telecommunications Group
113.23.26.30,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.170.141.255,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.246.237.143,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
103.199.32.96,Vietnam,Phan Thiet,MOBIFONE Corporation
14.247.180.2,Vietnam,Lang Son,Vietnam Posts and Telecommunications Group
42.112.82.234,Vietnam,Long Xuyen,FPT Telecom Company
1.55.50.136,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.175.153.160,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
14.189.32.32,Vietnam,Ha Tinh,Vietnam Posts and Telecommunications Group
14.166.38.135,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
1.55.161.235,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.192.18,Vietnam,Hai Duong,FPT Telecom Company
42.119.114.69,Vietnam,Da Lat,FPT Telecom Company
103.7.39.148,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
14.188.110.229,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
66.249.84.238,United States,Mountain View,Google LLC
42.114.132.195,Vietnam,Hanoi,FPT Telecom Company
42.116.79.194,Vietnam,My Tho,FPT Telecom Company
14.187.49.152,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
42.113.139.191,Vietnam,Lang Son,FPT Telecom Company
1.53.4.71,Vietnam,Phan Thiet,FPT Telecom Company
67.8.60.167,United States,Hunters Creek,Charter Communications
115.75.160.39,Vietnam,Phu Quoc Island,Viettel Group
42.114.31.99,Vietnam,Hanoi,FPT Telecom Company
1.54.214.102,Vietnam,Thai Nguyen,FPT Telecom Company
116.103.72.70,Vietnam,Hue,Viettel Group
113.22.199.206,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.80.143.144,Vietnam,Haiphong,FPT Telecom Company
113.22.199.243,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.118.76.6,Vietnam,Hoa Binh,FPT Telecom Company
118.71.137.81,Vietnam,Haiphong,FPT Telecom Company
58.187.1.140,Vietnam,Hanoi,FPT Telecom Company
1.54.5.209,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.66.72,Vietnam,Thu Dau Mot,FPT Telecom Company
183.81.75.146,Vietnam,Thai Binh,FPT Telecom Company
42.117.219.62,Vietnam,Hanoi,FPT Telecom Company
113.167.240.211,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
14.235.126.132,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.119.72.25,Vietnam,Bien Hoa,FPT Telecom Company
1.54.171.17,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.156.92,Vietnam,Hoa Binh,FPT Telecom Company
24.77.119.198,Canada,Winnipeg,Shaw Communications Inc.
1.52.192.103,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.182.24.103,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
116.100.6.200,Vietnam,Long Xuyen,Viettel Group
118.71.196.254,Vietnam,Thanh Hoa,FPT Telecom Company
118.68.85.25,Vietnam,Ho Chi Minh City,FPT Telecom Company
